,Project Code,Station ID,Sample ID,First Trigger Date,Collection_Date,Sample Type New,Collection Method,Depth,Depth Unit,Matrix,Test Number,Test Name,Storet Code,Method,Measure Date,Value,Sigfig Value,Uncertainty,MDL,PQL,RDL,Units,Remark Code,Flag,Receive Date,LIMS Number,Collection Agency,Source,Owner,Validation Level,Validator,Sampling Purpose,Data Investigation,T Depth,Upper Depth,Lower Depth,DCS(METERS),Filtration Date,Sample Type,QC Type,Discharge,Up/Down Stream,Weather Code,Program Type,NDEC,Sample Comments,Result Comments
14,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,40,"ARSENIC, DISSOLVED",,,,29.0,29.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,3.0,,
15,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,42,"CADMIUM, DISSOLVED",,,,9.0,9.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,3.0,,
16,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,46,"LEAD, DISSOLVED",,,,22.0,22.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,3.0,,
17,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,0.285,0.285,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,3.0,,
18,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,361.5,361.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,2.0,,
19,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,100,"CARBON, TOTAL ORGANIC",,,,37.3,37.3,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,1.0,,
20,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,102,"MERCURY, TOTAL",,,,-0.001,-0.001,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,3.0,,
21,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,104,"COPPER, TOTAL",,,,3.0,3.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,3.0,,
22,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,105,"ZINC, TOTAL",,,,121.0,121.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,3.0,,
23,X,S236,3383,,1979-05-14 14:02:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,6.8,6.80,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,2.0,,
24,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,78,NITRATE-N,,,,0.312,0.312,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
25,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,13,COLOR,,,,125.0,125,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,0.0,,
26,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,16,TOTAL SUSPENDED SOLIDS,,,,38.0,38.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
27,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,18,NITRATE+NITRITE-N,,,,0.42200000000000004,0.422,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
28,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,19,NITRITE-N,,,,0.11,0.110,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
29,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,20,AMMONIA-N,,,,0.35,0.35,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
30,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,21,"KJELDAHL NITROGEN, TOTAL",,,,3.65,3.6,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
31,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,23,"PHOSPHATE, ORTHO AS P",,,,0.009000000000000001,0.009,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
32,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,7,TEMP,,,,27.5,27.5,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
33,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,8,DISSOLVED OXYGEN,,,,6.8,6.80,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
34,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,9,"SP CONDUCTIVITY, FIELD",,,,2350.0,"2,350",,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,0.0,,
35,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,10,"PH, FIELD",,,,7.2,7.20,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
36,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,12,TURBIDITY,,,,8.4,8.4,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
37,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,100,"CARBON, TOTAL ORGANIC",,,,37.3,37.3,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
38,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,102,"MERCURY, TOTAL",,,,-0.001,-0.001,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
39,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,104,"COPPER, TOTAL",,,,3.0,3.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
40,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,105,"ZINC, TOTAL",,,,87.0,87.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
41,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,25,"PHOSPHATE, TOTAL AS P",,,,0.128,0.128,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
42,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,32,CHLORIDE,,,,411.5,411.5,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
43,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,36,"IRON, TOTAL",,,,510.0,510.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
44,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,40,"ARSENIC, DISSOLVED",,,,29.0,29.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
45,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,42,"CADMIUM, DISSOLVED",,,,3.0,3.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
46,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,46,"LEAD, DISSOLVED",,,,10.0,10.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
47,X,S236,3384,,1979-05-14 14:03:00,QC,UNK,0.0,,UNK,67,"ALKALINITY, TOT, CACO3",,,,378.5,378.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
48,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,78,NITRATE-N,,,,0.316,0.316,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
49,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,67,"ALKALINITY, TOT, CACO3",,,,370.5,370.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
50,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,16,TOTAL SUSPENDED SOLIDS,,,,36.0,36.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
51,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,18,NITRATE+NITRITE-N,,,,0.426,0.426,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
52,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,19,NITRITE-N,,,,0.11,0.110,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
53,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,20,AMMONIA-N,,,,0.35,0.35,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
54,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,21,"KJELDAHL NITROGEN, TOTAL",,,,4.18,4.2,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
55,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,23,"PHOSPHATE, ORTHO AS P",,,,0.008,0.008,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
56,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,7,TEMP,,,,27.5,27.5,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
57,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,8,DISSOLVED OXYGEN,,,,6.8,6.80,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
58,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,9,"SP CONDUCTIVITY, FIELD",,,,2350.0,"2,350",,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,0.0,,
59,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,10,"PH, FIELD",,,,7.2,7.20,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
60,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,12,TURBIDITY,,,,7.3,7.3,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
61,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,13,COLOR,,,,125.0,125,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,0.0,,
62,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,46,"LEAD, DISSOLVED",,,,10.0,10.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
63,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,42,"CADMIUM, DISSOLVED",,,,4.0,4.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
64,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,40,"ARSENIC, DISSOLVED",,,,36.0,36.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
65,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,36,"IRON, TOTAL",,,,400.0,400.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,2.0,,
66,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,32,CHLORIDE,,,,401.6,401.6,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
67,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,25,"PHOSPHATE, TOTAL AS P",,,,0.128,0.128,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
68,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,105,"ZINC, TOTAL",,,,63.0,63.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
69,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,104,"COPPER, TOTAL",,,,3.0,3.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
70,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,102,"MERCURY, TOTAL",,,,-0.001,-0.001,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,3.0,,
71,X,S236,3385,,1979-05-14 14:04:00,QC,UNK,0.0,,UNK,100,"CARBON, TOTAL ORGANIC",,,,33.7,33.7,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,1,1,1,UNK,1.0,,
72,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,32,CHLORIDE,,,,172.2,172.2,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,1.0,,
73,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,7,TEMP,,,,26.5,26.5,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,1.0,,
74,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,59,BOD,,,,2.0,2.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,1.0,,
75,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,0.24,0.240,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,3.0,,
76,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,100,"CARBON, TOTAL ORGANIC",,,,27.6,27.6,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,1.0,,
77,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,7.52,7.52,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,2.0,,
78,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,279.5,279.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,2.0,,
79,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.039,0.039,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,3.0,,
80,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,0.004,0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,3.0,,
81,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,2.27,2.3,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,1.0,,
82,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,20,AMMONIA-N,,,,0.29,0.29,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,2.0,,
83,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,19,NITRITE-N,,,,0.046,0.046,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,3.0,,
84,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,0.28600000000000003,0.286,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,3.0,,
85,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,13,COLOR,,,,85.0,85,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,0.0,,
86,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,12,TURBIDITY,,,,1.6,1.6,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,1.0,,
87,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,1225.0,"1,225",,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,0.0,,
88,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,6.3,6.30,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,2.0,,
89,X,S236,3414,,1979-05-30 08:43:00,SAMP,G,0.0,,SW,36,"IRON, TOTAL",,,,210.0,210.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,2.0,,
90,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,105,"ZINC, TOTAL",,,,125.0,125.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
91,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,46,"LEAD, DISSOLVED",,,,2.0,2.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
92,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,104,"COPPER, TOTAL",,,,2.0,2.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
93,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,102,"MERCURY, TOTAL",,,,0.2,0.200,,,,,ug/L,J3,yes,,,,WMD,WMD,,,,CA,,,,,,0,,2,1,1,MON,3.0,,
94,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,100,"CARBON, TOTAL ORGANIC",,,,20.8,20.8,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,1.0,,
95,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,228.5,228.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,2.0,,
96,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
97,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,59,BOD,,,,2.0,2.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,1.0,,
98,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,42,"CADMIUM, DISSOLVED",,,,-1.0,-1.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
99,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,40,"ARSENIC, DISSOLVED",,,,12.0,12.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
100,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,36,"IRON, TOTAL",,,,330.0,330.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,2.0,,
101,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,32,CHLORIDE,,,,122.7,122.7,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,1.0,,
102,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.05,0.050,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
103,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,0.004,0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
104,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,2.49,2.5,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,1.0,,
105,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,20,AMMONIA-N,,,,0.2,0.20,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,2.0,,
106,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,19,NITRITE-N,,,,0.037000000000000005,0.037,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
107,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,-0.008,-0.008,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,3.0,,
108,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,,,,6.0,6.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,1.0,,
109,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,7,TEMP,,,,26.7,26.7,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,1.0,,
110,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,7.1,7.10,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,2.0,,
111,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,990.0,990,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,0.0,,
112,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,7.65,7.65,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,2.0,,
113,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,12,TURBIDITY,,,,2.3,2.3,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,1.0,,
114,X,S236,3442,,1979-06-12 09:10:00,SAMP,G,0.0,,SW,13,COLOR,,,,85.0,85,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,1,MON,0.0,,
115,X,S236,3485,,1979-06-26 08:27:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,-0.002,-0.002,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,2,1,2,MON,3.0,,
